WISE3_id,ISO,DESCR,DATEYR,DATEMON,SOLDEP,HORNUM,FAO_90,PHA_90,FAO_74,PHA_74,WRB2006,USCL,USYR,LOCAL,LONDD,LATDD,LONLAT_ACC,LOCAT,KOPPEN,ALTIT,LFORM,POSIT,SLOPE,PARMAT,DRAIN,LANDUS,SOURCE_ID,PITREF,LAB_ID,COUNTRY
"AR0002","AR","3",,,200,2,"ARh",,"Qc",,"AR","Ustic Torripsamment","1960",,-6.5166669999999996e+01,-3.7049999999999997e+01,"M",,"BSk",348,"LP","HI",,"UE","E","HE3","LA40-21","328-329; profile 323","AR02","Argentina"
"AR0003","AR","3",,,65,2,"ARh",,"Qc",,"AR","Typic Torripsamment","1960",,-6.6266670000000005e+01,-3.9316670000000002e+01,"M",,"BSk",238,"LP","HI","2","U","E","HE3","LA40-21","196, profile 33C","AR02","Argentina"
"AR0004","AR","3",,,50,3,"CLp",,"Kk","MK","CL","Petrocalcic Calciustoll","1960",,-6.3766669999999998e+01,-3.8783329999999999e+01,"M",,"BSk",97,"LP","LO","0",,"W",,"LA40-21","428-429","AR02","Argentina"
"AR0005","AR","3",,,100,4,"KSh",,"Kh",,"KS","Aridic Haplustoll","1960",,-6.4866669999999999e+01,-3.5266669999999998e+01,"M",,"BSk",287,"LP",,"0","U","S","MP","LA40-21","226-227; profile 335C","AR02","Argentina"
"AR0006","AR","3",,,140,4,"KSh",,"Kh",,"KS","Entic Haplustoll","1960",,-6.4849999999999994e+01,-3.5766669999999998e+01,"M",,"BSk",275,"LP",,"0","UE","S","MP","LA40-21","224-225; profile 345C","AR02","Argentina"
"AR0007","AR","3",,,50,3,"KSh",,"Kh","MK","KS","Typic Haplustoll","1960",,-6.4183329999999998e+01,-3.5466670000000001e+01,"M",,"Cfa",167,"LP",,"1","UE","W","MP","LA40-21","263-264; profile 425C","AR02","Argentina"
"AR0008","AR","3",,,65,3,"KSh",,"Kh","MK","KS","Entic Haplustoll","1960",,-6.4166669999999996e+01,-3.5799999999999997e+01,"M",,"Cfa",,"LP",,"1","UE","S",,"LA40-21","262-263; profile 423C","AR02","Argentina"
"AR0009","AR","3",,,125,4,"KSh",,"Kh",,"KS","Torriorthentic Haplustoll","1960",,-6.5099999999999994e+01,-3.5700000000000003e+01,"M",,"BSk",312,"LP",,"0","U","S","HE3","LA40-21","228-229; profile 333C","AR02","Argentina"
"AR0010","AR","3",,,60,3,"KSk",,"Kk","MK","KS","Petrocalcic Calciustoll","1960",,-6.3516669999999998e+01,-3.8049999999999997e+01,"M",,"BSk",160,"LP",,"0","UE","S","MP","LA40-21","338-339; profile 393","AR02","Argentina"
"AR0011","AR","3",,,23,2,"LPm",,"E",,"LP","Lithic Hapludoll","1975",,-5.8266669999999998e+01,-3.7850000000000001e+01,"M","10 km W of Balcarce (coordinates for Balcarce)","Cfa",,,,,,"S",,"LA40-4","profile 11","AR01","Argentina"
"AR0012","AR","3",,,150,6,"PHg",,"Hg",,"PH","Typic Argiaquoll","1960","Brunizem planosolico (serie Lima)",-6.0808329999999998e+01,-3.3754170000000002e+01,"S","2 km S of La Vanguardia; prov. B.A.","Cfa",78,"LP","HI",,,"P",,"LA40-5","28-30","AR02","Argentina"
"AR0013","AR","3",,,145,5,"PHh","SA","Hh","Z","PH","Typic Hapludoll","1967","serie Segui",-6.0424999999999997e+01,-3.4896670000000000e+01,"S",,"Cfa",57,"LP",,"0","UE","W",,"LA40-27","82-84","AR01","Argentina"
"AR0014","AR","2",,,120,4,"PHh",,"Hh",,"PH",,,,,,"-",,,,,,,,"S",,"SOTERLAC2","AR C.23-599","XX03","Argentina"
"AR0015","AR","3",,,170,4,"PHh",,"Hh",,"PH","Entic Hapludoll","1960","serie Pellegrini",-6.3816670000000002e+01,-3.5183329999999998e+01,"M",,"BSk",142,"LP",,"0","U","E","MP","LA40-21","285-286; profile 427","AR02","Argentina"
"AR0016","AR","3",,,119,6,"PHl",,"Hl",,"PH","Typic Argiudoll","1960","serie Rojas",-6.0822220000000002e+01,-3.4226390000000002e+01,"S",,"Cfa",75,"LP",,"0","UE","W",,"LA40-27","64-66","AR01","Argentina"
"AR0017","AR","3",,,220,6,"PHl",,"Hl",,"PH","Typic Argiudoll","1960","Brunizem maximo (serie Urquiza)",-6.0336109999999998e+01,-3.3895829999999997e+01,"S","5 km NE of Juan Anchorena","Cfa",70,"LP","HI",,"UE","M",,"LA40-5","42-44","AR02","Argentina"
"AR0018","AR","3",,,160,6,"PHl",,"Hl",,"PH","Typic Argiudoll","1960","Brunizem planosolico (serie Tala)",-5.9376390000000001e+01,-3.3966670000000001e+01,"M","7 km SSE of Alsina; prov. B.A.","Cfa",15,"LP","IN",,"UE","M",,"LA40-5","38-39","AR02","Argentina"
"AR0019","AR","3",,,220,6,"PHl",,"Hl",,"PH","Vertic Argiudoll","1960","Brunizem maximo (serie Ramallo)",-6.0052779999999998e+01,-3.3680560000000000e+01,"S","11 km NNE of Perez Millan; prov. B.A.","Cfa",48,"LP",,"0","UE","M",,"LA40-5","AR017_WISE","AR02","Argentina"
"AR0020","AR","3",,,140,6,"PHl",,"Hl",,"PH","Typic Argiudoll","1975","Brunizem",-5.8266669999999998e+01,-3.7850000000000001e+01,"M","15 km SW of Balcarce (coordinates for Balcarce)","Cfa",,"LP",,,"UE","W",,"LA40-4","Profile 9","AR01","Argentina"
"AR0021","AR","3",,,70,4,"PHl",,"Hl","MK","PH","Argiudoll","1975",,-5.8266669999999998e+01,-3.7850000000000001e+01,"M","9 km NNE of Balcarce (coordinates for Balcarce)","Cfa",,"SH",,,,"W","AA4","LA40-4","Profile 10","AR01","Argentina"
"AR0022","AR","3",,,190,6,"PHl",,"Hl",,"PH","Typic Argiudoll","1960","Brunosol planosolico (serie Portela)",-5.9531939999999999e+01,-3.3969439999999999e+01,"S","13 km ENE of Ireneo Portela; prov. B.A.","Cfa",29,"LP",,,,"W",,"LA40-5","34-35","AR02","Argentina"
"AR0023","AR","3",,,170,6,"PHl",,"Hl",,"PH","Typic Argiudoll","1960","Brunizem maximo (Arrecifes series)",-5.9784720000000000e+01,-3.4078330000000001e+01,"S","11 km N of Capitan Sarmiento, prov. B.A.","Cfa",41,"LP",,"2","UE","W",,"LA40-5","21-22","AR02","Argentina"
"AR0024","AR","3",,,140,6,"PHl",,"Hl",,"PH","Typic Argiudoll","1960","Brunozem maximo (series Arroyo Dulce)",-6.0416670000000003e+01,-3.4102780000000003e+01,"M","1 km SW of Arroyo Dulce; prov. B.A.","Cfa",71,"LP",,,"UE","W",,"LA40-5","23-24","AR02","Argentina"
"AR0025","AR","3",,,200,6,"PHl",,"Hl",,"PH","Typic Argiudoll","1960","Brunizem maximo (serie Pergamino)",-6.0668059999999997e+01,-3.3863889999999998e+01,"S","10 km SW of Pergamino; prov. B.A.","Cfa",76,"LP","HI","1","UE","W",,"LA40-5","32-33","AR02","Argentina"
"AR0026","AR","3",,,150,6,"PLm","SO","Wm","SO","PL","Argiaquic Argialboll","1960","serie Tambo Nuevo",-6.0554169999999999e+01,-3.3951390000000004e+01,"S",,"Cfa",60,"LP",,,"UE","M",,"LA40-5","40-42","AR02","Argentina"
"AR0027","AR","3",,,89,5,"PLm",,"Wm",,"PL","Argiaquic Argialboll","1967","serie Navarro",-5.9125279999999997e+01,-3.4975560000000002e+01,"S",,"Cfa",38,"LP","LO",,"UE","I",,"LA40-27","98-100","AR01","Argentina"
"AR0028","AR","3",,,230,6,"PLm",,"Wm",,"PL","Typic Argialboll","1975","serie San Vicente",-5.8450000000000003e+01,-3.5000000000000000e+01,"M","30 km SE of coordinates given (San Vicente)","Cfa",,"LP",,,"UE","W",,"LA40-4","Profile 1","AR01","Argentina"
"AR0029","AR","2",,,125,6,"PLm",,"Wm",,"PL",,,,-5.8166670000000003e+01,-3.1500000000000000e+01,"M","32 Km SW Concordia","Cfa",41,,,,,"I",,"FAO/SDB-2","FAO-SDB profile: 009005","XX01","Argentina"
"AR0030","AR","3",,,40,1,"RGc",,"Rc","MK","RG","Ustollic Paleorthid","1960",,-6.4883330000000001e+01,-3.8600000000000001e+01,"M",,"BSk",218,"LP",,"1","UE","E","HE3","LA40-21","407-409; profile 495","AR02","Argentina"
"AR0031","AR","3",,,100,2,"RGc",,"Rc",,"RG","Typic Ustorthent","1960",,-6.5450000000000003e+01,-3.7283329999999999e+01,"M",,"BSk",357,"LP",,"1","UE","E",,"LA40-21","333; profile 317","AR02","Argentina"
"AR0032","AR","3",,,105,3,"RGe",,"Re",,"RG","Ustic Torriorthent","1960",,-6.6033330000000007e+01,-3.6333329999999997e+01,"M",,"BSk",320,"LP",,"0","U","S","HE3","LA40-21","AR023_WISE","AR02","Argentina"
"AR0033","AR","3",,,58,3,"SCn",,"Zo",,"SC","Typic Durorthid (salinized)","1960",,-6.5150000000000006e+01,-3.8616669999999999e+01,"M",,"BSk",194,"LP",,"0","UE","I","HE3","LA40-21","410-411","AR02","Argentina"
"AR0034","AR","3",,,60,3,"SCn",,"Yh",,"SC","Typic Durorthid","1960",,-6.5816670000000002e+01,-3.7750000000000000e+01,"M",,"BSk",244,"LP",,"0","UE","M","HE3","LA40-21","247-248; profile 590","AR02","Argentina"
"AR0035","AR","3",,,120,4,"SNg",,"Sg",,"SN","Natraquoll","1975","Solodized Solonetz",-5.8533329999999999e+01,-3.6266669999999998e+01,"M","12 km NE of Casalins (Coordinates for Casalins)","Cfa",,"LP",,,"UP","I",,"LA40-4","profile 22","AR01","Argentina"
"AR0036","AR","3",,,120,5,"SNg",,"Sg",,"SN","Natraquoll","1975","Solodized Solonetz",-5.8533329999999999e+01,-3.6266669999999998e+01,"M","15 km NE for Casalins (coordinates of Casalins)","Cfa",,"LP",,,"UE","I",,"LA40-4","profile 21","AR01","Argentina"
"AR0037","AR","3",,,120,4,"SNg",,"Sg",,"SN","Natraquoll","1975","Solodized Solonetz",-5.8533329999999999e+01,-3.6266669999999998e+01,"M","18 NW of Casalins (coordinates for Casalins)","Cfa",,"LP",,,,"I",,"LA40-4","AR008_WISE","AR01","Argentina"
"AR0038","AR","3",,,65,3,"SNg",,"Sg",,"SN","Typic Natraqualf","1960","serie Arroyo Juarez",-6.0458329999999997e+01,-3.3634720000000002e+01,"S","5 km NW of Guerrico","Cfa",43,"LP","LO",,"UL","P","HE3","LA40-5","25-26","AR02","Argentina"
"AR0039","AR","3",,,130,6,"SNg",,"Sg",,"SN","Typic Natraqualf","1960","serie Manantiales",-6.0283329999999999e+01,-3.3793059999999997e+01,"M","15 km ESE of Acevedo","Cfa",51,"LP",,"0","UE","P",,"LA40-5","30-32","AR02","Argentina"
"AR0040","AR","3",,,160,6,"SNg",,"Sg",,"SN","Typic Natraquoll","1960","serie Santa Lucia",-6.0850000000000001e+01,-3.3269440000000003e+01,"M",,"Cfa",,"LP","LO",,"UE","I","HE3","LA40-5","39-40","AR02","Argentina"
"AR0041","AR","2",,,73,5,"SNg",,"Sg",,"SN",,,,,,"-",,,,,,,,"P",,"SOTERLAC2","AR C.386PD","XX03","Argentina"
"AR0042","AR","3",,,90,4,"SNg",,"Sg",,"SN","Natraqualf","1975","Solodized Solonetz",-5.8533329999999999e+01,-3.6266669999999998e+01,"M","22 km NE of Casalins (coordinates for Casalins)","Cfa",,"LP",,,"UE","I",,"LA40-4","profile 23","AR01","Argentina"
"AR0043","AR","2",,,100,3,"SNk",,"So",,"SN",,,,,,"-",,,,,,,,"M",,"SOTERLAC2","AR C.101RP","XX03","Argentina"
"AR0044","AR","3",,,170,6,"SNm",,"Sm",,"SN","Typic Natralboll","1960","serie Gelly",-6.0816670000000002e+01,-3.3558329999999998e+01,"M","2 km SW of Peyrano; prov. Santa Fe","Cfa",63,"LP","LS",,,"I","HE3","LA40-5","26-28","AR02","Argentina"
"AR0045","AR","2",1965,1,135,6,"PLe",,"Ws",,"PL",,,,-5.8250000000000000e+01,-3.7850000000000001e+01,"M","Reserve 6, Balcarce, Buenos Aires province","Cfa",,"LP",,,"S","S",,"FAO/SDB-2","FAO-SDB profile: 009006","XX01","Argentina"
"AR0046","AR","3",1966,1,180,7,"PHc",,"Hc",,"PH",,,,-6.2750000000000000e+01,-3.9416670000000003e+01,"M","Near Lot 83, junction of Buratovich and D canals","Cfa",,,,,,"W",,"FAO/SDB-2","FAO-SDB profile: 009007","XX01","Argentina"
"AR0047","AR","2",1966,1,220,4,"RGe",,"Re",,"RG",,,,-6.4383330000000001e+01,-3.4549999999999997e+01,"M","32 Km N Huinca Renanco', Cordoba Province","Cfa",200,"LD",,,,"W",,"FAO/SDB-2","FAO-SDB profile: 009002","XX01","Argentina"
"AR0048","AR","2",1967,1,200,7,"PHh",,"Hh",,"PH",,,,-6.0833329999999997e+01,-3.4649999999999999e+01,"M","14 Km SE Junin, Buenos Aires province","Cfa",76,,,,"S","W",,"FAO/SDB-2","FAO-SDB profile: 009001","XX01","Argentina"
"AR0049","AR","2",1968,4,140,5,"PHl",,"Hl",,"PH",,,,-5.9020000000000003e+01,-3.8299720000000001e+01,"S",,,176,,,,,"W",,"SOTERLAC2","ARC12-2418PD","XX03","Argentina"
"AR0050","AR","2",1969,4,190,4,"PHj",,"Hl",,"PH",,,,-5.7689720000000001e+01,-3.5049720000000001e+01,"S",,,18,,,,,"M",,"SOTERLAC2","ARC.9-2321PD","XX03","Argentina"
"AR0051","AR","2",1969,4,150,4,"PHl",,"Hl",,"PH",,,,-5.7539999999999999e+01,-3.5549720000000001e+01,"S",,,8,,,,,"I",,"SOTERLAC2","ARC.9-2131PD","XX03","Argentina"
"AR0052","AR","2",1969,4,140,5,"PHl",,"Hl",,"PH",,,,-5.8710560000000001e+01,-3.5755279999999999e+01,"S",,,23,,,,,"M",,"SOTERLAC2","ARC.3-1999PD","XX03","Argentina"
"AR0053","AR","2",1969,4,140,4,"SNm",,"Sm",,"SN",,,,-5.8119720000000001e+01,-3.7579999999999998e+01,"S",,,59,,,,,"I",,"SOTERLAC2","ARC.4-1300PD","XX03","Argentina"
"AR0054","AR","2",1970,2,100,5,"GLe",,"Ge",,"GL",,,,,,"-",,,189,,,,,"I",,"SOTERLAC2","AR C.167","XX03","Argentina"
"AR0055","AR","2",1970,11,143,5,"PHg",,"Hg",,"PH",,,,-5.9729720000000000e+01,-3.3880000000000003e+01,"S",,,15,,,,,"S",,"SOTERLAC2","AR ER 3.17C","XX03","Argentina"
"AR0056","AR","2",1970,9,150,5,"VRe",,"Vp",,"VR",,,,-5.9329999999999998e+01,-3.2829999999999998e+01,"S",,,52,,,,,"M",,"SOTERLAC2","AR ER 2.9C","XX03","Argentina"
"AR0057","AR","2",1971,6,90,4,"LVk",,"Lk",,"LV",,,,-5.9450000000000003e+01,-3.0680000000000000e+01,"S",,,60,,,,,"S",,"SOTERLAC2","AR ER 5.3C","XX03","Argentina"
"AR0058","AR","2",1971,6,106,5,"PHl",,"Hl",,"PH",,,,-5.9649999999999999e+01,-3.2919719999999998e+01,"S",,,60,,,,,"W",,"SOTERLAC2","AR ER 2.24C","XX03","Argentina"
"AR0059","AR","2",1971,9,98,5,"PHl",,"Hl",,"PH",,,,-5.9579999999999998e+01,-3.1030000000000001e+01,"S",,,38,,,,,"W",,"SOTERLAC2","AR ER 2.26C","XX03","Argentina"
"AR0060","AR","2",1972,10,95,3,"CMd",,"Bd",,"CM",,,,-6.5400000000000006e+01,-2.4030000000000001e+01,"S",,,1650,,,,,"S",,"SOTERLAC2","AR VG 48","XX03","Argentina"
"AR0061","AR","2",1972,3,100,5,"GLe",,"Ge",,"GL",,,,-5.8549720000000001e+01,-3.0620000000000001e+01,"S",,,74,,,,,"I",,"SOTERLAC2","AR ER 3.26C","XX03","Argentina"
"AR0062","AR","2",1972,10,150,5,"GLe",,"Ge",,"GL",,,,-5.9119720000000001e+01,-3.1680000000000000e+01,"S",,,40,,,,,"I",,"SOTERLAC2","AR ER 6.10C","XX03","Argentina"
"AR0063","AR","2",1972,10,100,4,"PLm",,"Wm",,"PL",,,,-6.5299999999999997e+01,-2.5069720000000000e+01,"S",,,1872,,,,,"I",,"SOTERLAC2","AR VG 64","XX03","Argentina"
"AR0064","AR","2",1972,7,100,5,"SNm",,"Sm",,"SN",,,,-5.8479720000000000e+01,-3.0620000000000001e+01,"S",,,55,,,,,"S",,"SOTERLAC2","AR ER 6.6C","XX03","Argentina"
"AR0065","AR","2",1973,8,115,5,"PHh",,"Hh",,"PH",,,,-5.8029719999999998e+01,-3.0969719999999999e+01,"S",,,50,,,,,"S",,"SOTERLAC2","AR ER 3.54C","XX03","Argentina"
"AR0066","AR","2",1974,6,115,5,"FLe",,"Je",,"FL",,,,-6.9299999999999997e+01,-3.8659720000000000e+01,"S",,,625,,,,,"M",,"SOTERLAC2","AR C.54","XX03","Argentina"
"AR0067","AR","2",1975,6,10,1,"ARh",,"Qc",,"AR",,,,-6.8260000000000005e+01,-3.8590000000000003e+01,"S",,,620,,,,,"S",,"SOTERLAC2","AR RN.C.217","XX03","Argentina"
"AR0068","AR","2",1975,1,60,3,"HSf",,"Od",,"HS",,,,,,"-",,,70,,,,,"I",,"SOTERLAC2","AR L.GAUCHOS","XX03","Argentina"
"AR0069","AR","3",1975,1,100,4,"LPu",,"U",,"UM",,,,,,"-",,,65,,,,,"M",,"SOTERLAC2","AR B.NORTE","XX03","Argentina"
"AR0070","AR","2",1975,5,150,5,"SNg",,"Sg",,"SN",,,,-6.2709719999999997e+01,-3.4930000000000000e+01,"S",,,96,,,,,"S",,"SOTERLAC2","AR 5/720C","XX03","Argentina"
"AR0071","AR","2",1975,4,120,5,"SNh",,"So",,"SN",,,,-5.8299720000000001e+01,-3.7060000000000002e+01,"S",,,52,,,,,"I",,"SOTERLAC2","ARC.27-148PD","XX03","Argentina"
"AR0072","AR","2",1975,2,135,5,"SNm",,"Sm",,"SN",,,,-6.3219999999999999e+01,-3.4539999999999999e+01,"S",,,97,,,,,"M",,"SOTERLAC2","AR 1/806C","XX03","Argentina"
"AR0073","AR","2",1976,4,45,3,"RGe",,"Re",,"RG",,,,-6.8949719999999999e+01,-3.8979720000000000e+01,"S",,,400,,,,,"S",,"SOTERLAC2","AR C.72","XX03","Argentina"
"AR0074","AR","2",1977,5,50,3,"CLp",,"Xh",,"CL",,,,-6.4120000000000005e+01,-3.8950000000000003e+01,"S",,,110,,,,,"M",,"SOTERLAC2","AR C.464LP","XX03","Argentina"
"AR0075","AR","2",1977,10,100,3,"CMd",,"Bd",,"CM",,,,-6.4079999999999998e+01,-2.5670000000000002e+01,"S",,,350,,,,,"W",,"SOTERLAC2","AR VG 199","XX03","Argentina"
"AR0076","AR","2",1978,3,41,3,"CLp",,"Xk",,"CL",,,,-6.6500000000000000e+01,-4.0840000000000003e+01,"S",,,189,,,,,"S",,"SOTERLAC2","AR RN.C.445","XX03","Argentina"
"AR0077","AR","2",1978,1,100,4,"FLm",,"Je",,"FL",,,,-7.1730000000000004e+01,-5.1509720000000002e+01,"S",,,360,,,,,"M",,"SOTERLAC2","AR SC.C.106","XX03","Argentina"
"AR0078","AR","2",1978,2,100,3,"GYh",,"Yy",,"GY",,,,-6.8949719999999999e+01,-3.9000000000000000e+01,"S",,,410,,,,,"M",,"SOTERLAC2","AR NQ.73","XX03","Argentina"
"AR0079","AR","2",1978,3,135,5,"PHl",,"Hl",,"PH",,,,-6.2509720000000002e+01,-3.6389719999999997e+01,"S",,,87,,,,,"W",,"SOTERLAC2","AR C.19RP","XX03","Argentina"
"AR0080","AR","2",1978,3,100,5,"PLm",,"Wm",,"PL",,,,,,"-",,,210,,,,,"I",,"SOTERLAC2","AR C.187","XX03","Argentina"
"AR0081","AR","2",1979,6,180,5,"CLh",,"Xk",,"CL",,,,-6.8709720000000004e+01,-3.9180000000000000e+01,"S",,,430,,,,,"W",,"SOTERLAC2","AR C.249","XX03","Argentina"
"AR0082","AR","2",1979,12,132,5,"GLe",,"Ge",,"GL",,,,,,"-",,,180,,,,,"I",,"SOTERLAC2","AR CT.Y31","XX03","Argentina"
"AR0083","AR","2",1979,12,110,3,"KSl",,"Kl",,"KS",,,,-6.6549999999999997e+01,-2.4370000000000001e+01,"S",,,4600,,,,,"S",,"SOTERLAC2","AR VG 73","XX03","Argentina"
"AR0084","AR","3",1979,3,32,3,"LPe",,"Re",,"LP",,,,-6.7750000000000000e+01,-3.7759720000000002e+01,"S",,,350,,,,,"E",,"SOTERLAC2","AR RN.C.282","XX03","Argentina"
"AR0085","AR","2",1979,3,30,2,"LVh",,"Lo",,"LV",,,,-7.0430000000000007e+01,-4.1880000000000003e+01,"S",,,980,,,,,"W",,"SOTERLAC2","AR RN.C.403","XX03","Argentina"
"AR0086","AR","2",1979,12,120,4,"LVh",,"Lo",,"LV",,,,-6.5219999999999999e+01,-2.2870000000000001e+01,"S",,,3500,,,,,"W",,"SOTERLAC2","AR VG 320","XX03","Argentina"
"AR0087","AR","2",1979,9,70,2,"PHl",,"Hl",,"PH",,,,-6.5099720000000005e+01,-2.4699999999999999e+01,"S",,,790,,,,,"S",,"SOTERLAC2","AR VG 286","XX03","Argentina"
"AR0088","AR","2",1979,9,49,2,"RGe",,"Re",,"RG",,,,-6.5779719999999998e+01,-2.2819720000000000e+01,"S",,,3450,,,,,"S",,"SOTERLAC2","AR VG 1","XX03","Argentina"
"AR0089","AR","2",1979,6,100,3,"RGe",,"Re",,"RG",,,,,,"-",,,,,,,,"S",,"SOTERLAC2","AR C.178","XX03","Argentina"
"AR0090","AR","2",1979,3,50,4,"SCg",,"Zg",,"SC",,,,-6.5219999999999999e+01,-4.0359999999999999e+01,"S",,,25,,,,,"V",,"SOTERLAC2","AR RN.C.264","XX03","Argentina"
"AR0091","AR","2",1980,3,100,3,"ARh",,"Qc",,"AR",,,,-6.5279719999999998e+01,-3.6700000000000003e+01,"S",,,125,,,,,"E",,"SOTERLAC2","AR LP.307C","XX03","Argentina"
"AR0092","AR","2",1980,3,50,2,"CLp",,"Xh",,"CL",,,,-6.4879720000000006e+01,-3.8599719999999998e+01,"S",,,217,,,,,"E",,"SOTERLAC2","AR C.495LP","XX03","Argentina"
"AR0093","AR","2",1980,2,115,4,"CMe",,"Be",,"CM",,,,-6.6049999999999997e+01,-2.7600000000000001e+01,"S",,,1500,,,,,"M",,"SOTERLAC2","AR VG 455","XX03","Argentina"
"AR0094","AR","2",1980,7,110,3,"CMe",,"Be",,"CM",,,,-6.6199719999999999e+01,-2.2899719999999999e+01,"S",,,2750,,,,,"S",,"SOTERLAC2","AR VG 398","XX03","Argentina"
"AR0095","AR","2",1980,5,116,5,"CMe",,"Be",,"CM",,,,,,"-",,,,,,,,"M",,"SOTERLAC2","AR S.FLECHA","XX03","Argentina"
"AR0096","AR","2",1980,5,95,3,"FLc",,"Jc",,"FL",,,,-6.7449719999999999e+01,-2.8219719999999999e+01,"S",,,1115,,,,,"W",,"SOTERLAC2","AR VG 418","XX03","Argentina"
"AR0097","AR","2",1980,10,128,5,"FLe",,"Je",,"FL",,,,,,"-",,,85,,,,,"W",,"SOTERLAC2","AR C.120","XX03","Argentina"
"AR0098","AR","2",1980,6,110,5,"FLe",,"Je",,"FL",,,,,,"-",,,,,,,,"W",,"SOTERLAC2","AR S.LIMITE","XX03","Argentina"
"AR0099","AR","2",1980,4,100,5,"FLe",,"Je",,"FL",,,,-6.2680000000000000e+01,-3.9549720000000001e+01,"S",,,27,,,,,"P",,"SOTERLAC2","AR P.GRANDE","XX03","Argentina"
"AR0100","AR","2",1980,2,100,3,"FLe",,"Je",,"FL",,,,-6.4799999999999997e+01,-2.4199999999999999e+01,"S",,,575,,,,,"E",,"SOTERLAC2","AR VG 41","XX03","Argentina"
"AR0101","AR","2",1980,2,100,5,"GLe","SO","Ge",,"GL",,,,,,"-",,,,,,,,"I",,"SOTERLAC2","AR C.83","XX03","Argentina"
"AR0102","AR","2",1980,5,110,3,"KSh",,"Kh",,"KS",,,,-6.5089720000000000e+01,-2.4500000000000000e+01,"S",,,759,,,,,"S",,"SOTERLAC2","AR VG 404","XX03","Argentina"
"AR0103","AR","2",1980,4,100,4,"KSh",,"Kh",,"KS",,,,-6.4120000000000005e+01,-3.8279719999999998e+01,"S",,,150,,,,,"W",,"SOTERLAC2","AR C.473LP","XX03","Argentina"
"AR0104","AR","2",1980,6,100,3,"KSk",,"Kk",,"KS",,,,-6.4269720000000007e+01,-2.8030000000000001e+01,"S",,,200,,,,,"S",,"SOTERLAC2","AR VG 94","XX03","Argentina"
"AR0105","AR","2",1980,3,162,3,"LVh",,"Lo",,"LV",,,,-6.5400000000000006e+01,-2.5159720000000000e+01,"S",,,1150,,,,,"W",,"SOTERLAC2","AR VG 84","XX03","Argentina"
"AR0106","AR","2",1980,6,130,5,"PHl",,"Hl",,"PH",,,,,,"-",,,,,,,,"W",,"SOTERLAC2","AR S.HERRERA","XX03","Argentina"
"AR0107","AR","2",1980,6,121,5,"PLm",,"Wm",,"PL",,,,,,"-",,,,,,,,"P",,"SOTERLAC2","AR S.ESTELA","XX03","Argentina"
"AR0108","AR","2",1980,3,100,3,"RGc",,"Rc",,"RG",,,,-6.3520000000000003e+01,-3.8049720000000001e+01,"S",,,160,,,,,"W",,"SOTERLAC2","AR LP.393C","XX03","Argentina"
"AR0109","AR","2",1980,4,45,3,"RGe",,"Re",,"RG",,,,-6.4480000000000004e+01,-3.7029719999999998e+01,"S",,,182,,,,,"E",,"SOTERLAC2","AR LP.374","XX03","Argentina"
"AR0110","AR","2",1980,2,100,2,"RGe",,"Re",,"RG",,,,-6.6269720000000007e+01,-2.7899719999999999e+01,"S",,,1200,,,,,"S",,"SOTERLAC2","AR VG 464","XX03","Argentina"
"AR0111","AR","2",1980,4,100,3,"RGe",,"Re",,"RG",,,,-6.4279719999999998e+01,-3.8700000000000003e+01,"S",,,47,,,,,"S",,"SOTERLAC2","AR C.469LP","XX03","Argentina"
"AR0112","AR","2",1980,3,90,3,"RGe",,"Re",,"RG",,,,-6.8219999999999999e+01,-3.7549720000000001e+01,"S",,,445,,,,,"S",,"SOTERLAC2","AR LP.11C","XX03","Argentina"
"AR0113","AR","2",1980,4,100,4,"SCn",,"Zo",,"SC",,,,-6.2469999999999999e+01,-3.9630000000000003e+01,"S",,,11,,,,,"V",,"SOTERLAC2","AR C.1UNS","XX03","Argentina"
"AR0114","AR","2",1980,6,120,5,"SNg",,"Sg",,"SN",,,,,,"-",,,,,,,,"I",,"SOTERLAC2","AR S.BHCHICO","XX03","Argentina"
"AR0115","AR","2",1981,7,100,4,"CMu",,"Bh",,"UM",,,,-6.5500000000000000e+01,-2.4659720000000000e+01,"S",,,1600,,,,,"S",,"SOTERLAC2","AR VG 523","XX03","Argentina"
"AR0116","AR","2",1981,6,130,5,"FLe",,"Je",,"FL",,,,,,"-",,,,,,,,"M",,"SOTERLAC2","AR FM.84","XX03","Argentina"
"AR0117","AR","2",1981,4,100,2,"FLe",,"Je",,"FL",,,,,,"-",,,,,,,,"W",,"SOTERLAC2","AR FM.51","XX03","Argentina"
"AR0118","AR","2",1981,2,100,3,"FLe",,"Je",,"FL",,,,-6.6459720000000004e+01,-2.6399719999999999e+01,"S",,,1750,,,,,"I",,"SOTERLAC2","AR VG 375","XX03","Argentina"
"AR0119","AR","2",1981,6,100,3,"GLe",,"Ge",,"GL",,,,,,"-",,,,,,,,"V",,"SOTERLAC2","AR FM.43","XX03","Argentina"
"AR0120","AR","2",1981,12,100,4,"GLe",,"Ge",,"GL",,,,,,"-",,,190,,,,,"I",,"SOTERLAC2","AR Y.227","XX03","Argentina"
"AR0121","AR","2",1981,7,110,5,"GLm",,"Gm",,"GL",,,,,,"-",,,200,,,,,"P",,"SOTERLAC2","AR C.173","XX03","Argentina"
